book_name,author,rating,reviews,price_usd,duration_mins,duration_category,primary_genre
The Restaurant at the End of the Universe,Douglas Adams,4.6,597,3.89,347,Medium (3-6 hrs),Science Fiction Movie
"Life Is What You Make It: A story of love, hope and how determination can overcome even destiny",Preeti Shenoy,4.1,5292,6.04,348,Medium (3-6 hrs),General
"The First 90 Days, Updated and Expanded: Proven Strategies for Getting Up to Speed Faster and Smarter",Michael Watkins,4.5,277,8.47,418,Long (6-10 hrs),Organisational Behaviour
The Gene: An Intimate History,Siddhartha Mukherjee,4.6,1574,8.23,1161,Very Long (10+ hrs),Biotechnology
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,Nassim Nicholas Taleb,4.3,899,8.36,603,Very Long (10+ hrs),General
The Forest of Enchantments,Chitra Banerjee Divakaruni,4.5,596,10.07,765,Very Long (10+ hrs),General
The Man Who Saved India,Hindol Sengupta,4.6,64,10.59,817,Very Long (10+ hrs),Elections & Political Process
"Sell: The Art, the Science, the Witchcraft",Subroto Bagchi,4.2,60,6.04,291,Medium (3-6 hrs),Business Sales
"The 4-Hour Body: An uncommon guide to rapid fat-loss, incredible sex and becoming superhuman",Timothy Ferriss,4.3,3455,7.41,231,Medium (3-6 hrs),Healthy Living & Wellness
WordMaster,Denis E. Waitley,4.2,48,24.19,621,Very Long (10+ hrs),English Language Learning
"7 Mindsets for Success, Happiness and Fulfilment",Swami Mukundananda,4.7,520,8.05,379,Long (6-10 hrs),Spiritualism
The Great Mental Models: General Thinking Concepts,Shane Parrish,4.5,216,10.07,203,Medium (3-6 hrs),Business Decision Making & Problem Solving
A Killer Among Us: One Murder & a Building Full of Suspects,Ushasi Sen Basu,4.9,17,8.05,408,Long (6-10 hrs),Noir Fiction
Outgrowing God: A Beginner’s Guide,Richard Dawkins,4.6,397,10.7,398,Long (6-10 hrs),General
No Calculator? No Problem!: Mastering Mental Math,Art Benjamin,5.0,1,12.08,346,Medium (3-6 hrs),General
The Four Agreements,don Miguel Ruiz,4.6,12634,6.04,151,Short (under 3 hrs),Other Religions
More of Poirot's Finest Cases: Seven Full-Cast BBC Radio Dramatisations,Agatha Christie,4.8,12,13.17,807,Very Long (10+ hrs),Mystery Anthologies & Short Stories
Satyajit Ray Ki Kahaniyan [Stories of Satyajit Ray],Satyajit Rai,5.0,1,8.05,492,Long (6-10 hrs),Fiction Short Stories
Bigger Leaner Stronger: The Simple Science of Building the Ultimate Male Body,Michael Matthews,4.6,5731,6.04,962,Very Long (10+ hrs),Fitness Workouts
Swami Vivekananda: The Living Vedanta,Chaturvedi Badrinath,4.3,40,13.63,770,Very Long (10+ hrs),Biographies of Religious Figures
HBR's 10 Must Reads on Leadership,Harvard Business Review,4.6,311,8.05,378,Long (6-10 hrs),Business Sales
Death on the Nile: Poirot,Agatha Christie,4.6,1105,97.13,492,Long (6-10 hrs),Traditional Detective Mysteries
Ek Chota Sa Kadam Aapki Zindagi Badal Sakta Hai [One Small Step Can Change Your Life],Robert Maurer,4.4,102,8.05,310,Medium (3-6 hrs),Personal Success
"Nudge: Improving Decisions About Health, Wealth, and Happiness [Expanded Edition]",Richard H. Thaler,4.4,900,8.36,686,Very Long (10+ hrs),Social Theory
"No More Mr. Nice Guy: A Proven Plan for Getting What You Want in Love, Sex and Life (Updated)",Dr Robert Glover,4.5,2281,11.3,409,Long (6-10 hrs),Relationships
"The Life-Changing Magic of Tidying: A Simple, Effective Way to Banish Clutter Forever",Marie Kondo,4.5,19210,7.41,279,Medium (3-6 hrs),Cleaning & Organising
The Montessori Toddler,Simone Davies,4.8,2350,14.12,442,Long (6-10 hrs),Homeschooling
Agni Ki Udaan [Flight of Fire],A.P.J Abdul Kalam,4.6,578,8.05,431,Long (6-10 hrs),Biographies of Science & Technology Leaders
Dune: Il ciclo di Dune 1,Frank P. Herbert,4.4,151,12.93,1231,Very Long (10+ hrs),General
Eleven Minutes,Paulo Coelho,4.3,1177,68.78,373,Long (6-10 hrs),Personal Development & Self-Help
"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand Out From The Crowd",Allan Dib,4.7,1730,8.05,392,Long (6-10 hrs),General
Pax Indica: India and the World of the 21st Century,Shashi Tharoor,4.4,357,16.65,1250,Very Long (10+ hrs),Political Ideologies & Doctrines
Ego Is the Enemy,Ryan Holiday,4.5,1665,7.06,416,Long (6-10 hrs),Business Motivation & Self-Improvement
Moonwalking with Einstein: The Art and Science of Remembering Everything,Joshua Foer,4.3,1247,8.23,571,Long (6-10 hrs),General
The Silk Roads: A New History of the World,Peter Frankopan,4.6,1793,16.12,1454,Very Long (10+ hrs),History of Civilization
10 Minutes 38 Seconds in This Strange World,Elif Shafak,4.5,520,9.06,551,Long (6-10 hrs),Friendship Fiction
The Theory of Everything: The Origin and Fate of the Universe,Stephen W. Hawking,4.6,2731,7.37,210,Medium (3-6 hrs),Cosmology
Evolve Your Brain: The Science of Changing Your Mind,Joe Dispenza D.C.,4.7,534,14.12,1117,Very Long (10+ hrs),Compulsive Disorders
Indian Summer: The Secret History of the End of an Empire,Alex von Tunzelmann,4.4,376,18.61,876,Very Long (10+ hrs),English History
The Wellness Sense: A Practical Guide to Your Physical and Emotional Health Based on Ayurvedic and Yogic Wisdom,Om Swami,4.7,105,8.05,370,Long (6-10 hrs),Alternative & Complementary Medicine
The Ultimate Jim Rohn Library,Jim Rohn,5.0,1,24.19,683,Very Long (10+ hrs),Personal Success
Understanding Digital Marketing: Marketing Strategies for Engaging the Digital Generation,Damian Ryan,4.6,33,12.11,960,Very Long (10+ hrs),Advertising
Pehchane Shareer ki Bhasha [The Definitive Book of Body Language],Allan Pease,4.3,76,10.07,677,Very Long (10+ hrs),Communication & Social Skills
Train to Pakistan,Khushwant Singh,4.4,1369,9.08,386,Long (6-10 hrs),General
I Can't Make This Up: Life Lessons,Neil Strauss - contributor,4.7,1610,12.08,675,Very Long (10+ hrs),Biographies of Comedians
Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,4.7,3355,10.7,562,Long (6-10 hrs),General
The New Market Wizards: Conversations with America's Top Traders,Jack D. Schwager,4.5,263,10.07,960,Very Long (10+ hrs),Stocks
Dilli Darbaar (Hindi Edition),Satya Vyas,4.2,364,8.05,318,Medium (3-6 hrs),Romantic Comedy
Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,4.6,940,8.05,343,Medium (3-6 hrs),General
The Magic of Believing: Original Classic Version,Claude M. Bristol,4.5,920,21.37,431,Long (6-10 hrs),Personal Success
"Unlimited Memory: How to Use Advanced Learning Strategies to Learn Faster, Remember More and be More Productive",Kevin Horsley,4.6,1959,2.81,148,Short (under 3 hrs),Family & Relationships
Getting to Yes: Negotiating an Agreement Without Giving In,Roger Fisher,4.5,312,8.23,376,Long (6-10 hrs),Personal Development & Self-Help
Skin in the Game: Hidden Asymmetries in Daily Life,Nassim Nicholas Taleb,4.4,797,12.11,500,Long (6-10 hrs),General
Don Quixote,Miguel de Cervantes,4.1,1157,16.12,2165,Very Long (10+ hrs),Classic Literature
Living with the Himalayan Masters,Swami Rama,4.6,429,11.29,629,Very Long (10+ hrs),Other Religions
No Filter: The Inside Story of Instagram,Sarah Frier,4.4,95,10.7,680,Very Long (10+ hrs),Social Media
The Complete Stories of Sherlock Holmes,Arthur Conan Doyle,4.6,508,27.12,4248,Very Long (10+ hrs),Literature Anthologies
Chanakya's Chant,Ashwin Sanghi,4.2,933,10.07,907,Very Long (10+ hrs),Suspense
Yayaati,Vishnu Sakharam Khandekar,4.4,120,12.08,1162,Very Long (10+ hrs),General
Khullam Khulla [Openly]: Rishi Kapoor Dil Se [Rishi Kapoor Uncensored],Rishi Kapoor,4.4,29,8.05,583,Long (6-10 hrs),Biographies of Celebrities & Entertainment Professionals
Maps of Meaning,Jordan B. Peterson,4.7,773,21.19,1852,Very Long (10+ hrs),General
A Beginner's Guide to the Stock Market: Everything You Need to Start Making Money Today,Matthew R. Kratter,4.4,2080,2.81,42,Short (under 3 hrs),Stocks
The Rise and Fall of the Third Reich: A History of Nazi Germany,William L. Shirer,4.7,1976,16.12,3431,Very Long (10+ hrs),German History
50 Self-Help Classics to Guide You to Financial Freedom,Napoleon Hill,5.0,1,0.39,5700,Very Long (10+ hrs),Money Management
"Develop Self-Confidence, Improve Public Speaking",Dale Carnegie,4.3,331,8.05,452,Long (6-10 hrs),Communication & Social Skills
Sprint: How to solve big problems and test new ideas in just five days,Jake Knapp,4.6,969,8.23,369,Long (6-10 hrs),Organisational Behaviour
The Easy Way to Stop Smoking,Allen Carr,4.6,2376,6.86,359,Medium (3-6 hrs),Smoking & Tobacco
Losing My Virginity,Richard Branson,4.6,773,7.41,325,Medium (3-6 hrs),Biographies of Business Leaders
Zak George’s Dog Training Revolution: The Complete Guide to Raising the Perfect Pet with Love,Zak George,4.6,2394,9.88,404,Long (6-10 hrs),Dogs & Dog Care
The Brain: The Story of You,David Eagleman,4.7,1021,8.23,336,Medium (3-6 hrs),Biological Sciences
The Rig Veda,Anonymous,4.1,54,25.16,2482,Very Long (10+ hrs),Hindu Sacred Writings
The Game,Neil Strauss,4.3,1611,9.6,567,Long (6-10 hrs),General
The Game,Neil Strauss,4.3,1611,9.6,567,Long (6-10 hrs),General
The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally,Dr. Jason Fung,4.7,3071,12.08,444,Long (6-10 hrs),Diabetes
Dhan ko Akarshit Kaise Kare [How to Attract Money],Dr. Joseph Murphy,4.3,126,2.81,128,Short (under 3 hrs),General
"Rodrick Rules: Diary of a Wimpy Kid, Book 2",Jeff Kinney,4.6,3172,4.94,148,Short (under 3 hrs),Fiction on Siblings for Children
"The Heart of the Buddha's Teaching: Transforming Suffering into Peace, Joy, and Liberation",Thich Nhat Hanh,4.7,1446,12.11,562,Long (6-10 hrs),Tibetan Buddhism
"The Lightning Thief: Percy Jackson, Book 1",Rick Riordan,4.7,6489,10.7,600,Very Long (10+ hrs),Monster Stories for Children
Matilda: Narrated by Kate Winslet,Roald Dahl,4.7,2250,7.41,258,Medium (3-6 hrs),Fiction Classics for Children
The Truths We Hold: An American Journey,Kamala Harris,4.7,540,8.23,566,Long (6-10 hrs),United States Politics & Government
The Book You Wish Your Parents Had Read (and Your Children Will Be Glad That You Did),Philippa Perry,4.6,1415,10.7,502,Long (6-10 hrs),Counselling & Psychotherapy
Who Moved My Cheese?,Tony Roberts,4.6,5925,7.41,39,Short (under 3 hrs),Workplace Culture
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Chris Guillebeau,4.1,2119,10.59,494,Long (6-10 hrs),Small Businesses
"How I Made $2,000,000 in the Stock Market",Nicolas Darvas,4.5,725,3.95,209,Medium (3-6 hrs),Stocks
"You're a Miracle (and a Pain in the Ass): Embracing the Emotions, Habits, and Mystery That Make You You",Mike McHargue,4.8,100,9.08,353,Medium (3-6 hrs),Neuroscience & Neuropsychology
"Basic Economics, Fifth Edition: A Common Sense Guide to the Economy",Thomas Sowell,4.8,711,15.52,1427,Very Long (10+ hrs),General
Think Like a Rocket Scientist: Simple Strategies for Giant Leaps in Work and Life,Ozan Varol,4.7,179,10.7,644,Very Long (10+ hrs),Occupational & Organisational Psychology
Maalgudi Ki Kahaniyan [Stories of Malgudi],R.K. Narayan,4.3,118,10.07,655,Very Long (10+ hrs),Fiction Short Stories
Queeristan: LGBTQ Inclusion in the Indian Workplace,Parmesh Shahani,4.7,5,10.07,709,Very Long (10+ hrs),LGBT Studies
The Ocean of Churn,Sanjeev Sanyal,4.6,263,12.11,565,Long (6-10 hrs),Transportation & Automotive (Books)
The Nightingale,Kristin Hannah,4.8,40958,3.89,1039,Very Long (10+ hrs),World War II Historical Fiction
Dotcom Secrets: The Underground Playbook for Growing Your Company Online with Sales Funnels,Russell Brunson,4.7,1256,9.04,399,Long (6-10 hrs),E-Commerce
Common Stocks and Uncommon Profits and Other Writings: 2nd Edition,Philip A. Fisher,4.2,505,8.47,790,Very Long (10+ hrs),Investing & Trading
"Mastering the Trade, Third Edition: Proven Techniques for Profiting From Intraday and Swing Trading Setups",John Carter,4.6,122,10.07,1153,Very Long (10+ hrs),Investing & Trading Options
Dealmaking: The New Strategy of Negotiauctions (Second Edition),Guhan Subramanian,4.5,14,10.59,485,Long (6-10 hrs),Negotiating
Gut,Giulia Enders,4.6,1292,8.31,446,Long (6-10 hrs),Gastrointestinal Diseases
The Martian,Andy Weir,4.7,33293,14.11,659,Very Long (10+ hrs),Hard Science Fiction
Common Stocks and Uncommon Profits,Philip A. Fisher,4.1,98,5.36,175,Short (under 3 hrs),General
O Jerusalem: Day by Day and Minute by Minute the Historic Struggle for Jerusalem and the Birth of Israel,Larry Collins,4.6,216,16.12,1428,Very Long (10+ hrs),Israel & Palestine History
"The Four: The Hidden DNA of Amazon, Apple, Facebook and Google",Scott Galloway,4.5,852,8.23,512,Long (6-10 hrs),Microeconomics (Books)
Traffic Secrets: The Underground Playbook for Filling Your Websites and Funnels with Your Dream Customers,Russell Brunson,4.7,320,9.04,418,Long (6-10 hrs),E-Commerce
Krishna Kunji [Krishna Key],Ashwin Sanghi,4.3,140,12.08,911,Very Long (10+ hrs),General
"Crushing It!: How Great Entrepreneurs Build Their Business and Influence-and How You Can, Too",Gary Vaynerchuk,4.6,1732,142.92,482,Long (6-10 hrs),Social Media
The Anatomy of Success: Management Lessons from a Surgeon,Rakesh Sinha,4.6,33,8.05,370,Long (6-10 hrs),Personal Success
An Indian Spy in Pakistan,Mohanlal Bhaskar,4.3,271,8.05,431,Long (6-10 hrs),Military & War Biographies
"Savarkar: Echoes of a Forgotton Past, Vol. 1: Part 1",Vikram Sampath,4.8,376,10.59,766,Very Long (10+ hrs),History of Hinduism
"Boundless: Upgrade Your Brain, Optimize Your Body & Defy Aging",Ben Greenfield,4.8,798,12.08,2479,Very Long (10+ hrs),Fitness Stretching
HBR's 10 Must Reads on Strategy,Harvard Business Review,4.5,312,8.05,557,Long (6-10 hrs),Business Sales
Aatma Sutra: Aatma Ka Anavaran (Hingori Sutras),Hingori,4.4,4,8.05,491,Long (6-10 hrs),Spiritualism
HDFC Bank 2.0: From Dawn to Digital,Tamal Bandyopadhyay,4.3,150,10.07,872,Very Long (10+ hrs),General
Geronimo Stilton #13 and #14,Geronimo Stilton,3.2,4,5.63,145,Short (under 3 hrs),Animal Action & Adventure for Children
Children of Time,Adrian Tchaikovsky,4.5,3748,10.52,991,Very Long (10+ hrs),First Contact Science Fiction
Gone with the Wind,Margaret Mitchell,4.6,3581,18.65,2831,Very Long (10+ hrs),Classic Literature
Gone with the Wind,Margaret Mitchell,4.6,3581,18.65,2831,Very Long (10+ hrs),Classic Literature
Ten Arguments For Deleting Your Social Media Accounts Right Now,Jaron Lanier,4.4,391,7.41,283,Medium (3-6 hrs),Social Media
Half Girlfriend,Chetan Bhagat,4.2,8188,6.84,529,Long (6-10 hrs),General
A Dance with Dragons: Book 5 of A Song of Ice and Fire,George R. R. Martin,4.4,10368,218.66,2933,Very Long (10+ hrs),Fantasy Movie
Good Omens: The BBC Radio 4 dramatisation,Terry Pratchett,4.7,6299,7.41,259,Medium (3-6 hrs),General
Six of Crows,Leigh Bardugo,4.6,2800,12.08,904,Very Long (10+ hrs),Action & Adventure Fantasy for Teens
Options Trading: The Bible: 5 Books in 1: The Beginners Guide + The Crash Course + The Best Techniques + Tips and Tricks + The Advanced Guide to Get Quickly Started and Make Immediate Cash with Options Trading,Samuel Rees,4.1,24,8.05,371,Long (6-10 hrs),Investing & Trading Options
Radical Candor: How to Get What You Want by Saying What You Mean,Kim Scott,4.6,1208,3.89,563,Long (6-10 hrs),Workplace Culture
Awareness: Conversations with the Masters,Anthony de Mello,4.6,977,8.05,446,Long (6-10 hrs),General
"The Art of Startup Fundraising: Pitching Investors, Negotiating the Deal, and Everything Else Entrepreneurs Need to Know",Alejandro Cremades,4.4,93,8.05,384,Long (6-10 hrs),Corporate Finance
Deep Work: Retrouver la concentration dans un monde de distractions,Cal Newport,4.5,38,7.72,491,Long (6-10 hrs),General
Inside Chanakya's Mind: Aanvikshiki and the Art of Thinking,Radhakrishnan Pillai,4.3,94,8.47,357,Medium (3-6 hrs),Leadership
Secrets to Winning at Office Politics: How to Achieve Your Goals and Increase Your Influence at Work,Marie G. McIntyre PhD,4.4,186,7.06,550,Long (6-10 hrs),General
Banaras Talkies (Hindi Edition),Satya Vyas,4.4,910,8.05,360,Long (6-10 hrs),Urban Fiction
Hedge Fund Market Wizards: How Winning Traders Win,Jack D. Schwager,4.7,155,12.08,970,Very Long (10+ hrs),Personal Finance
The Secret of the Druids,Christopher C. Doyle,4.1,405,8.05,547,Long (6-10 hrs),General
"Enlightenment Now: The Case for Reason, Science, Humanism, and Progress",Steven Pinker,4.5,1470,13.17,1189,Very Long (10+ hrs),Consciousness & Thought
Midnight's Children,Salman Rushdie,4.2,994,11.89,1539,Very Long (10+ hrs),Magical Realism Fiction
Namak Swadanusar,Nikhil Sachan,3.7,284,6.04,268,Medium (3-6 hrs),Fiction Short Stories
My Seditious Heart,Arundhati Roy,4.5,104,12.35,2176,Very Long (10+ hrs),Democracy
"The DevOps Handbook: How to Create World-Class Agility, Reliability, and Security in Technology Organizations",Gene Kim,4.6,749,10.07,775,Very Long (10+ hrs),Business Management
The 21 Day Happiness Challenge - Learn How to Love Your Life and Become a Happier Person in Just 21 Days,21-Day Challenges,4.5,29,2.81,13,Short (under 3 hrs),Self-Esteem
"The Burning Maze: The Trials of Apollo, Book 3",Rick Riordan,4.7,2079,10.7,788,Very Long (10+ hrs),Action & Adventure Fantasy for Children
Scrum: The art of doing twice the work in half the time,Jeff Sutherland,4.6,1174,10.7,403,Long (6-10 hrs),General
The Silmarillion,J. R. R. Tolkien,4.6,3609,137.65,889,Very Long (10+ hrs),Epic Fantasy
Truth Eternal,Ram Chandra of Fatehgarh,4.9,96,8.05,305,Medium (3-6 hrs),Spiritualism
Neverwhere: A BBC Radio Full-Cast Dramatisation,Neil Gaiman,4.6,3377,7.41,228,Medium (3-6 hrs),Contemporary Fantasy
Execution: The Discipline of Getting Things Done,Larry Bossidy,4.3,313,10.59,494,Long (6-10 hrs),Business Careers
"The Lost Hero: The Heroes of Olympus, Book 1",Rick Riordan,4.7,3298,13.17,994,Very Long (10+ hrs),Fantasy & Magic for Children
Telepsychics (Hindi Edition),Dr. Joseph Murphy,4.2,119,8.05,497,Long (6-10 hrs),Personal Success
The Heartfulness Way: Heart-Based Meditations for Spiritual Transformation,Kamlesh D. Patel,4.7,1137,8.05,378,Long (6-10 hrs),New Thought Spirituality
"What's Your Problem: To Solve Your Toughest Problems, Change the Problems You Solve",Thomas Wedell-Wedellsborg,4.5,68,8.47,335,Medium (3-6 hrs),Business Decision Making & Problem Solving
The Seven Deaths of Evelyn Hardcastle,Stuart Turton,4.1,1430,8.69,1001,Very Long (10+ hrs),Historical Mysteries
"Wrecking Ball: Diary of a Wimpy Kid, Book 14",Jeff Kinney,4.7,9033,4.94,128,Short (under 3 hrs),Humorous Fiction for Children
The Graveyard Book,Neil Gaiman,4.6,3164,5.43,463,Long (6-10 hrs),Scary Stories for Children
